,Unit Name,Part,Rep Machine Class,Cost Per kg,weight,Supplier Name,MGC,DM Cost
2011548,Mannheim,AL206528,OFP,23.869565217391305,0.46,ARGUS FLUIDTECHNIK GMBH,D03030200,10.98
2011550,Mannheim,AL206593,OFP,12.0,0.44,ALBERT BIEBL GMBH,D03030200,5.28
2011553,Mannheim,AL206594,OFP,12.399999999999999,0.4,ALBERT BIEBL GMBH,D03030200,4.96
2011556,Mannheim,AL206595,OFP,13.588235294117647,0.34,ALBERT BIEBL GMBH,D03030200,4.62
2011557,Mannheim,AL206596,OFP,15.64516129032258,0.31,ALBERT BIEBL GMBH,D03030200,4.85
2011558,Mannheim,AL206597,OFP,11.67391304347826,0.46,ALBERT BIEBL GMBH,D03030200,5.37
2011561,Mannheim,AL206598,OFP,12.5,0.38,ALBERT BIEBL GMBH,D03030200,4.75
2011564,Mannheim,AL206599,OFP,14.1875,0.32,ALBERT BIEBL GMBH,D03030200,4.54
2011565,Mannheim,AL206600,OFP,15.925925925925924,0.27,ALBERT BIEBL GMBH,D03030200,4.3
2011582,Mannheim,AL206646,OFP,7.6,0.15,HEINRICHS GMBH & CO KG,D14010110,1.14
2011623,Mannheim,AL206793,OFP,8.475409836065573,0.61,ALBERT BIEBL GMBH,D03030200,5.17
2011724,Mannheim,AL206877,OFP,16.68,0.5,SMTG,D07010301,8.34
2012342,Mannheim,AL207287,OFP,41.422222222222224,0.45,ARGUS FLUIDTECHNIK GMBH,D03030110,18.64
2012507,Mannheim,AL207578,OFP,14.636363636363637,0.22,ARGUS FLUIDTECHNIK GMBH,D03030200,3.22
2012573,Mannheim,AL207597,OFP,13.051282051282051,0.39,ARGUS FLUIDTECHNIK GMBH,D03030200,5.09
2012613,Mannheim,AL207599,OFP,12.666666666666666,0.33,ARGUS FLUIDTECHNIK GMBH,D03030200,4.18
2012653,Mannheim,AL207600,OFP,13.125,0.32,ARGUS FLUIDTECHNIK GMBH,D03030200,4.2
2012693,Mannheim,AL207632,OFP,19.18181818181818,0.11,ARCO ARMATURENFABRIK,D03050400,2.11
2012738,Mannheim,AL207683,OFP,13.866666666666667,0.3,ARGUS FLUIDTECHNIK GMBH,D03030200,4.16
2012774,Mannheim,AL207702,OFP,6.8370044052863435,4.54,KRATZER GMBH & CO KG,D07010301,31.04
2012823,Mannheim,AL207873,OFP,18.88888888888889,0.18,ARGUS FLUIDTECHNIK GMBH,D03030200,3.4
2012863,Mannheim,AL207883,OFP,22.21428571428571,0.14,ARGUS FLUIDTECHNIK GMBH,D03030200,3.11
2012903,Mannheim,AL207884,OFP,22.21428571428571,0.14,ARGUS FLUIDTECHNIK GMBH,D03030200,3.11
2012949,Mannheim,AL207968,OFP,12.666666666666668,0.42,ALBERT BIEBL GMBH,D03030200,5.32
2012951,Mannheim,AL207969,OFP,13.72972972972973,0.37,ALBERT BIEBL GMBH,D03030200,5.08
2012954,Mannheim,AL207970,OFP,15.0,0.32,ALBERT BIEBL GMBH,D03030200,4.8
2012957,Mannheim,AL207971,OFP,16.24137931034483,0.29,ALBERT BIEBL GMBH,D03030200,4.71
2012958,Mannheim,AL207972,OFP,12.837209302325581,0.43,ALBERT BIEBL GMBH,D03030200,5.52
2012960,Mannheim,AL207973,OFP,13.075000000000001,0.4,ALBERT BIEBL GMBH,D03030200,5.23
2012963,Mannheim,AL207974,OFP,14.657142857142858,0.35,ALBERT BIEBL GMBH,D03030200,5.13
2012966,Mannheim,AL207975,OFP,14.657142857142858,0.35,ALBERT BIEBL GMBH,D03030200,5.13
2012969,Mannheim,AL208130,OFP,4.276422764227642,8.61,PKI ZERSPANUNGSTECHNIK,D07010301,36.82
2012992,Mannheim,AL208383,OFP,4.337685727149933,22.21,GIENANTH STEYR GUSS,D07010301,96.34
2013037,Mannheim,AL208458,OFP,18.81081081081081,0.74,ALBERT BIEBL GMBH,D03030200,13.92
2013095,Mannheim,AL208911,OFP,14.956521739130434,0.46,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.88
2013115,Mannheim,AL209019,OFP,14.619718309859156,0.71,ARGUS FLUIDTECHNIK GMBH,D03030200,10.38
2013130,Mannheim,AL209021,OFP,24.428571428571427,0.14,ARGUS FLUIDTECHNIK GMBH,D03030200,3.42
2013145,Mannheim,AL209022,OFP,18.2,0.2,ALBERT BIEBL GMBH,D03030200,3.64
2013167,Mannheim,AL209060,OFP,14.518518518518517,0.27,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.92
2013169,Mannheim,AL209061,OFP,13.892857142857142,0.28,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.89
2013205,Mannheim,AL209094,OFP,33.875,0.32,DIPL. ING. K. DIETZEL GMBH,D03030110,10.84
2013211,Mannheim,AL209095,OFP,27.28571428571429,0.42,DIPL. ING. K. DIETZEL GMBH,D03030110,11.46
2013218,Mannheim,AL209097,OFP,17.409090909090907,0.77,DIPL. ING. K. DIETZEL GMBH,D03030110,13.405
2013227,Mannheim,AL209108,OFP,10.178947368421053,0.95,DIPL. ING. K. DIETZEL GMBH,D03030110,9.67
2013229,Mannheim,AL209108,OFP,14.01449275362319,0.69,DIPL. ING. K. DIETZEL GMBH,D03030110,9.67
2013230,Mannheim,AL209137,OFP,65.0,0.3,DIPL. ING. K. DIETZEL GMBH,D03030110,19.5
2013302,Mannheim,AL209380,OFP,5.82,0.5,JOSEF FLECKNER,D14010110,2.91
2013305,Mannheim,AL209380,OFP,5.388888888888888,0.54,JOSEF FLECKNER,D14010110,2.91
2013367,Mannheim,AL209383,OFP,22.926470588235293,0.68,DIPL. ING. K. DIETZEL GMBH,D03030110,15.59
2013368,Mannheim,AL209395,OFP,26.13888888888889,0.54,DIPL. ING. K. DIETZEL GMBH,D03030110,14.115
2013391,Mannheim,AL209494,OFP,9.236842105263158,0.38,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.51
2013394,Mannheim,AL209495,OFP,9.23076923076923,0.39,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.6
2013397,Mannheim,AL209500,OFP,14.142857142857144,0.21,BERGER + HERMANN,D03030200,2.97
2013400,Mannheim,AL209545,OFP,9.636363636363637,0.44,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.24
2013401,Mannheim,AL209546,OFP,9.969696969696969,0.33,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.29
2013482,Mannheim,AL209869,OFP,23.705263157894738,0.95,ARGUS FLUIDTECHNIK GMBH,D03030110,22.52
2013484,Mannheim,AL209919,OFP,11.383333333333335,0.6,ALFAGOMMA GERMANY,D03030110,6.83
2013552,Mannheim,AL210087,OFP,86.33333333333333,0.12,DIRISAMER ROHRBIEGETECHNIK,D03030200,10.36
2013556,Mannheim,AL210198,OFP,55.724999999999994,0.4,DIPL. ING. K. DIETZEL GMBH,D03030110,22.29
2013597,Mannheim,AL210241,OFP,22.4390243902439,0.82,DIPL. ING. K. DIETZEL GMBH,D03030110,18.4
2013666,Mannheim,AL210612,OFP,8.3,1.2,ALBERT BIEBL GMBH,D03030200,9.96
2013667,Mannheim,AL210634,OFP,7.0703125,1.28,DIRISAMER ROHRBIEGETECHNIK,D03030200,9.05
2013682,Mannheim,AL210773,OFP,40.63636363636363,0.33,DIRISAMER ROHRBIEGETECHNIK,D03030200,13.41
2013686,Mannheim,AL210827,OFP,15.476190476190476,0.42,ALBERT BIEBL GMBH,D03030200,6.5
2013689,Mannheim,AL210829,OFP,20.17543859649123,0.57,DIRISAMER ROHRBIEGETECHNIK,D03030200,11.5
2013696,Mannheim,AL210941,OFP,15.000000000000002,0.18,BERGER + HERMANN,D03030200,2.7
2013719,Mannheim,AL210969,OFP,53.87878787878788,0.33,ARGUS FLUIDTECHNIK GMBH,D03030110,17.78
2013720,Mannheim,AL210969,OFP,50.800000000000004,0.35,ARGUS FLUIDTECHNIK GMBH,D03030110,17.78
2013722,Mannheim,AL211102,OFP,48.891891891891895,0.37,ARGUS FLUIDTECHNIK GMBH,D03030200,18.09
2013726,Mannheim,AL211132,OFP,31.864864864864863,0.37,DIRISAMER ROHRBIEGETECHNIK,D03030200,11.79
2013728,Mannheim,AL211133,OFP,32.729729729729726,0.37,DIRISAMER ROHRBIEGETECHNIK,D03030200,12.11
2013730,Mannheim,AL211138,OFP,20.987804878048784,0.82,ARGUS FLUIDTECHNIK GMBH,D03030200,17.21
2013913,Mannheim,AL211340,OFP,24.5,0.44,ARGUS FLUIDTECHNIK GMBH,D03030200,10.78
2013939,Mannheim,AL211562,OFP,10.864077669902912,1.03,DIRISAMER ROHRBIEGETECHNIK,D03030200,11.19
2013940,Mannheim,AL211563,OFP,9.579545454545455,0.88,ALBERT BIEBL GMBH,D03030200,8.43
2013941,Mannheim,AL211564,OFP,44.02325581395349,0.43,ARGUS FLUIDTECHNIK GMBH,D03030110,18.93
2013984,Mannheim,AL211580,OFP,11.304347826086957,0.46,ARGUS FLUIDTECHNIK GMBH,D03030200,5.2
2013987,Mannheim,AL211584,OFP,29.53333333333333,0.15,ARGUS FLUIDTECHNIK GMBH,D03030200,4.43
2013995,Mannheim,AL211728,OFP,20.125,0.16,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.22
2014013,Mannheim,AL211818,OFP,11.375,0.96,ARGUS FLUIDTECHNIK GMBH,D03030200,10.92
2014016,Mannheim,AL211824,OFP,25.818181818181817,0.11,IETA-INDUSTRIA DE ESTOFOS E,D14010110,2.84
2014036,Mannheim,AL211825,OFP,18.814814814814813,0.27,IETA-INDUSTRIA DE ESTOFOS E,D14010110,5.08
2014065,Mannheim,AL211944,OFP,90.0,0.16,ALBERT BIEBL GMBH,D03030200,14.4
2014067,Mannheim,AL211962,OFP,6.23,12.0,GIESSEREI HEUNISCH GMBH,D07010301,74.76
2014125,Mannheim,AL212085,OFP,15.17241379310345,0.29,ALBERT BIEBL GMBH,D03030200,4.4
2014138,Mannheim,AL212117,OFP,41.88888888888889,0.09,ALBERT BIEBL GMBH,D03030200,3.77
2014154,Mannheim,AL212173,OFP,18.032258064516128,0.31,ALBERT BIEBL GMBH,D03030200,5.59
2014210,Mannheim,AL212276LX2,OFP,7.645161290322581,0.31,OLVAN SPA,D14010110,2.37
2014241,Mannheim,AL212369,OFP,19.066666666666666,0.15,ARCO ARMATURENFABRIK,D03050400,2.86
2014266,Mannheim,AL212614,OFP,19.863636363636363,0.88,ALBERT BIEBL GMBH,D03030200,17.48
2014268,Mannheim,AL212616,OFP,30.133333333333333,0.6,ALBERT BIEBL GMBH,D03030200,18.08
2014269,Mannheim,AL212664,OFP,14.945,2.0,ALBERT BIEBL GMBH,D03030200,29.89
2014277,Mannheim,AL212687,OFP,20.75,0.32,ALBERT BIEBL GMBH,D03030200,6.64
2014456,Mannheim,AL212808,OFP,188.125,0.08,DIRISAMER ROHRBIEGETECHNIK,D03030200,15.05
2014573,Mannheim,AL212821LX2,OFP,9.454545454545455,0.11,GERSFELDER METALLWAREN GMBH,D14010110,1.04
2014617,Mannheim,AL212863,OFP,3.2495999999999996,6.25,WESO AURORAHUETTE GMBH,D07010301,20.31
2014649,Mannheim,AL213014,OFP,12.549999999999999,0.2,BERGER + HERMANN,D03030200,2.51
2014695,Mannheim,AL213059,OFP,10.25,0.12,HEINRICHS GMBH & CO KG,D14010110,1.23
2014717,Mannheim,AL213098,OFP,12.481481481481481,0.54,ALBERT BIEBL GMBH,D03030200,6.74
2014733,Mannheim,AL213382,OFP,12.053191489361703,0.47,DIPL. ING. K. DIETZEL GMBH,D03030110,5.665
2014756,Mannheim,AL213418,OFP,41.6,0.05,ARGUS FLUIDTECHNIK GMBH,D03030200,2.08
2014763,Mannheim,AL213420,OFP,21.236842105263158,0.38,ARGUS FLUIDTECHNIK GMBH,D03030110,8.07
2014840,Mannheim,AL213543,OFP,11.157894736842106,0.38,ALBERT BIEBL GMBH,D03030200,4.24
2014843,Mannheim,AL213544,OFP,10.880952380952381,0.42,BERGER + HERMANN,D03030200,4.57
2014846,Mannheim,AL213588,OFP,12.666666666666666,0.09,JOSEF FLECKNER,D14010110,1.14
2014874,Mannheim,AL213668,OFP,12.28888888888889,0.45,ARGUS FLUIDTECHNIK GMBH,D03030200,5.53
2014920,Mannheim,AL213758,OFP,33.14285714285714,0.07,DIRISAMER ROHRBIEGETECHNIK,D03030200,2.32
2015055,Mannheim,AL213892,OFP,19.205882352941178,0.34,DIPL. ING. K. DIETZEL GMBH,D03030110,6.53
2015071,Mannheim,AL213893,OFP,19.545454545454547,0.33,DIPL. ING. K. DIETZEL GMBH,D03030110,6.45
2015205,Mannheim,AL214015,OFP,25.374999999999996,0.08,BERGER + HERMANN,D03030200,2.03
2015206,Mannheim,AL214018,OFP,13.487804878048783,0.41,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.53
2015255,Mannheim,AL214147,OFP,23.089552238805968,0.67,DIPL. ING. K. DIETZEL GMBH,D03030110,15.47
2015407,Mannheim,AL214325,OFP,11.541176470588237,0.85,ARGUS FLUIDTECHNIK GMBH,D03030200,9.81
2015408,Mannheim,AL214326,OFP,20.9375,0.16,ARGUS FLUIDTECHNIK GMBH,D03030200,3.35
2015409,Mannheim,AL214327,OFP,7.010309278350515,1.94,ARGUS FLUIDTECHNIK GMBH,D03030200,13.6
2015410,Mannheim,AL214328,OFP,17.13953488372093,0.43,ARGUS FLUIDTECHNIK GMBH,D03030200,7.37
2015441,Mannheim,AL214366,OFP,13.232558139534884,0.43,ARGUS FLUIDTECHNIK GMBH,D03030200,5.69
2015444,Mannheim,AL214369,OFP,23.55,0.6,ARGUS FLUIDTECHNIK GMBH,D03030200,14.13
2015446,Mannheim,AL214375,OFP,32.24242424242424,0.66,DIRISAMER ROHRBIEGETECHNIK,D03030200,21.28
2015462,Mannheim,AL214387,OFP,11.31111111111111,0.45,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.09
2015463,Mannheim,AL214388,OFP,11.418181818181818,0.55,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.28
2015466,Mannheim,AL214389,OFP,49.925925925925924,0.27,DIRISAMER ROHRBIEGETECHNIK,D03030200,13.48
2015468,Mannheim,AL214390,OFP,23.928571428571427,0.14,ALBERT BIEBL GMBH,D03030200,3.35
2015471,Mannheim,AL214391,OFP,12.613636363636363,0.44,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.55
2015473,Mannheim,AL214400,OFP,7.821656050955413,1.57,ALBERT BIEBL GMBH,D03030200,12.28
2015475,Mannheim,AL214419,OFP,15.43452380952381,1.68,ALBERT BIEBL GMBH,D03030200,25.93
2015477,Mannheim,AL214420,OFP,12.717391304347824,0.46,ALBERT BIEBL GMBH,D03030200,5.85
2015482,Mannheim,AL214451,OFP,6.723684210526316,1.52,DIRISAMER ROHRBIEGETECHNIK,D03030200,10.22
2015484,Mannheim,AL214452,OFP,12.456140350877194,0.57,ARGUS FLUIDTECHNIK GMBH,D03030200,7.1
2015501,Mannheim,AL214480,OFP,14.999999999999998,0.27,ARGUS FLUIDTECHNIK GMBH,D03030200,4.05
2015504,Mannheim,AL214481,OFP,15.96296296296296,0.27,ALBERT BIEBL GMBH,D03030200,4.31
2015507,Mannheim,AL214496,OFP,14.048780487804878,0.41,ALBERT BIEBL GMBH,D03030200,5.76
2015513,Mannheim,AL214505,OFP,14.34,0.5,DIRISAMER ROHRBIEGETECHNIK,D03030200,7.17
2015515,Mannheim,AL214506,OFP,12.795918367346939,0.49,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.27
2015516,Mannheim,AL214507,OFP,13.962962962962962,0.27,BERGER + HERMANN,D03030200,3.77
2015517,Mannheim,AL214509,OFP,20.632653061224488,0.49,DIRISAMER ROHRBIEGETECHNIK,D03030200,10.11
2015518,Mannheim,AL214510,OFP,33.09615384615385,0.52,DIRISAMER ROHRBIEGETECHNIK,D03030200,17.21
2015520,Mannheim,AL214526,OFP,56.99999999999999,0.02,ARCO ARMATURENFABRIK,D03050400,1.14
2015542,Mannheim,AL214567,OFP,47.66666666666667,0.09,BERGER + HERMANN,D03030200,4.29
2015545,Mannheim,AL214568,OFP,45.3,0.1,BERGER + HERMANN,D03030200,4.53
2015548,Mannheim,AL214637,OFP,13.36,0.25,BERGER + HERMANN,D03030200,3.34
2015555,Mannheim,AL214668,OFP,17.055555555555554,0.36,ALFAGOMMA GERMANY,D03030110,6.14
2015561,Mannheim,AL214695,OFP,17.128205128205128,0.78,ALBERT BIEBL GMBH,D03030200,13.36
2015563,Mannheim,AL214699,OFP,8.601769911504427,1.13,ALBERT BIEBL GMBH,D03030200,9.72
2015570,Mannheim,AL214714,OFP,43.18181818181818,0.11,BERGER + HERMANN,D03030200,4.75
2015573,Mannheim,AL214715,OFP,40.099999999999994,0.1,BERGER + HERMANN,D03030200,4.01
2015576,Mannheim,AL214720,OFP,17.56842105263158,0.95,ARGUS FLUIDTECHNIK GMBH,D03030110,16.69
2015579,Mannheim,AL214723,OFP,15.0,0.19,BERGER + HERMANN,D03030200,2.85
2015593,Mannheim,AL214751,OFP,11.0,0.62,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.82
2015594,Mannheim,AL214752,OFP,9.9375,0.64,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.36
2015595,Mannheim,AL214761,OFP,33.333333333333336,0.36,DIRISAMER ROHRBIEGETECHNIK,D03030200,12.0
2015597,Mannheim,AL214762,OFP,33.970588235294116,0.34,DIRISAMER ROHRBIEGETECHNIK,D03030200,11.55
2015599,Mannheim,AL214808,OFP,12.285714285714286,0.42,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.16
2015601,Mannheim,AL214827,OFP,19.89189189189189,0.37,ARGUS FLUIDTECHNIK GMBH,D03030200,7.36
2015603,Mannheim,AL214828,OFP,12.08108108108108,0.37,BERGER + HERMANN,D03030200,4.47
2015621,Mannheim,AL214919,OFP,27.745454545454542,0.55,ALBERT BIEBL GMBH,D03030200,15.26
2015623,Mannheim,AL214921,OFP,30.34,0.5,ALBERT BIEBL GMBH,D03030200,15.17
2015716,Mannheim,AL215175,OFP,22.675,0.4,ARGUS FLUIDTECHNIK GMBH,D03030200,9.07
2015722,Mannheim,AL215205,OFP,9.137254901960784,0.51,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.66
2015726,Mannheim,AL215253,OFP,15.543209876543209,0.81,ARGUS FLUIDTECHNIK GMBH,D03030200,12.59
2015728,Mannheim,AL215254,OFP,13.258823529411764,0.85,ARGUS FLUIDTECHNIK GMBH,D03030200,11.27
2015779,Mannheim,AL215052,OFP,16.33783783783784,0.74,DIRISAMER ROHRBIEGETECHNIK,D03030200,12.09
2015911,Mannheim,AL215145,OFP,5.223684210526316,0.76,GOMA B V,D14010110,3.97
2015967,Mannheim,AL215380,OFP,31.555555555555554,0.09,ALBERT BIEBL GMBH,D03030200,2.84
2015993,Mannheim,AL215511,OFP,14.975,0.4,ALBERT BIEBL GMBH,D03030200,5.99
2015997,Mannheim,AL215512,OFP,15.955555555555554,0.45,ALBERT BIEBL GMBH,D03030200,7.18
2016015,Mannheim,AL215553,OFP,30.099999999999998,0.1,ARGUS FLUIDTECHNIK GMBH,D03030200,3.01
2016018,Mannheim,AL215554,OFP,29.416666666666668,0.12,ALBERT BIEBL GMBH,D03030200,3.53
2016021,Mannheim,AL215555,OFP,27.63157894736842,0.19,ALBERT BIEBL GMBH,D03030200,5.25
2016024,Mannheim,AL215628,OFP,24.38356164383562,0.73,ARGUS FLUIDTECHNIK GMBH,D03030110,17.8
2016026,Mannheim,AL215629,OFP,32.64102564102564,0.39,ARGUS FLUIDTECHNIK GMBH,D03030110,12.73
2016097,Mannheim,AL215683,OFP,11.92753623188406,0.69,DIRISAMER ROHRBIEGETECHNIK,D03030200,8.23
2016103,Mannheim,AL215684,OFP,10.557142857142857,0.7,DIRISAMER ROHRBIEGETECHNIK,D03030200,7.39
2016109,Mannheim,AL215685,OFP,19.413793103448278,0.29,ALBERT BIEBL GMBH,D03030200,5.63
2016112,Mannheim,AL215686,OFP,18.96666666666667,0.3,ALBERT BIEBL GMBH,D03030200,5.69
2016144,Mannheim,AL215727,OFP,0.7634069400630915,3.17,METOKOTE DEUTSCHLAND,D14010110,2.42
2016340,Mannheim,AL215840,OFP,57.95744680851064,0.47,ARGUS FLUIDTECHNIK GMBH,D03030110,27.24
2016356,Mannheim,AL215867,OFP,11.704,1.25,DIRISAMER ROHRBIEGETECHNIK,D03030200,14.63
2016399,Mannheim,AL215911,OFP,68.41666666666667,0.12,BERGER + HERMANN,D03030200,8.21
2016421,Mannheim,AL215921,OFP,7.91743119266055,1.09,DIRISAMER ROHRBIEGETECHNIK,D03030200,8.63
2016422,Mannheim,AL215922,OFP,7.500000000000001,1.14,DIRISAMER ROHRBIEGETECHNIK,D03030200,8.55
2016423,Mannheim,AL215926,OFP,7.957142857142858,1.4,ALBERT BIEBL GMBH,D03030200,11.14
2016424,Mannheim,AL215927,OFP,7.9855072463768115,1.38,ALBERT BIEBL GMBH,D03030200,11.02
2016446,Mannheim,AL215986,OFP,6.256281407035176,1.99,DIRISAMER ROHRBIEGETECHNIK,D03030200,12.45
2016459,Mannheim,AL216014,OFP,37.77777777777778,0.18,ALBERT BIEBL GMBH,D03030200,6.8
2016472,Mannheim,AL216027,OFP,19.933333333333334,0.45,ALBERT BIEBL GMBH,D03030200,8.97
2016484,Mannheim,AL216092,OFP,38.52173913043478,0.23,DIRISAMER ROHRBIEGETECHNIK,D03030200,8.86
2016485,Mannheim,AL216093,OFP,48.83333333333333,0.18,ARGUS FLUIDTECHNIK GMBH,D03030200,8.79
2016542,Mannheim,AL216159,OFP,36.5,0.14,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.11
2016566,Mannheim,AL216232,OFP,14.148148148148147,0.54,ARGUS FLUIDTECHNIK GMBH,D03030200,7.64
2016568,Mannheim,AL216233,OFP,13.054545454545453,0.55,DIRISAMER ROHRBIEGETECHNIK,D03030200,7.18
2016586,Mannheim,AL216320,OFP,13.083333333333334,0.36,ALBERT BIEBL GMBH,D03030200,4.71
2016595,Mannheim,AL216356,OFP,32.0,0.1,ALBERT BIEBL GMBH,D03030200,3.2
2016608,Mannheim,AL216444,OFP,12.846153846153845,0.39,ALBERT BIEBL GMBH,D03030200,5.01
2016637,Mannheim,AL216533,OFP,15.304347826086955,0.46,ALBERT BIEBL GMBH,D03030200,7.04
2016774,Mannheim,AL216842,OFP,12.236842105263158,1.14,DIRISAMER ROHRBIEGETECHNIK,D03030200,13.95
2016780,Mannheim,AL217058,OFP,15.558139534883722,0.43,ALBERT BIEBL GMBH,D03030200,6.69
2016878,Mannheim,AL217154,OFP,22.77777777777778,0.63,EATON GERMANY GMBH,D03030110,14.35
2016883,Mannheim,AL217273,OFP,7.027027027027027,1.48,ALBERT BIEBL GMBH,D03030200,10.4
2016884,Mannheim,AL217274,OFP,7.1241379310344835,1.45,ALBERT BIEBL GMBH,D03030200,10.33
2016885,Mannheim,AL217348,OFP,14.749999999999998,0.16,DIRISAMER ROHRBIEGETECHNIK,D03030200,2.36
2016901,Mannheim,AL217355,OFP,35.140350877192986,0.57,ALBERT BIEBL GMBH,D03030200,20.03
2016932,Mannheim,AL217520,OFP,23.269230769230766,0.26,BERGER + HERMANN,D03030200,6.05
2016933,Mannheim,AL217521,OFP,19.2,0.4,BERGER + HERMANN,D03030200,7.68
2016953,Mannheim,AL217542,OFP,26.25,0.12,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.15
2016982,Mannheim,AL217561,OFP,13.63235294117647,0.68,ALBERT BIEBL GMBH,D03030200,9.27
2017063,Mannheim,AL217594,OFP,14.553191489361703,0.47,ALBERT BIEBL GMBH,D03030200,6.84
2017192,Mannheim,AL217753,OFP,21.72,0.25,ALBERT BIEBL GMBH,D03030200,5.43
2017194,Mannheim,AL217757,OFP,41.19444444444444,0.36,ALBERT BIEBL GMBH,D03030200,14.83
2017200,Mannheim,AL217825,OFP,8.0,0.83,ARGUS FLUIDTECHNIK GMBH,D03030200,6.64
2017201,Mannheim,AL217827,OFP,16.689320388349515,1.03,ARGUS FLUIDTECHNIK GMBH,D03030200,17.19
2017263,Mannheim,AL217883,OFP,20.177777777777777,0.45,DIRISAMER ROHRBIEGETECHNIK,D03030200,9.08
2017333,Mannheim,AL217905,OFP,25.227272727272727,0.22,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.55
2017338,Mannheim,AL217923,OFP,37.929577464788736,0.71,ALBERT BIEBL GMBH,D03030200,26.93
2017340,Mannheim,AL217924,OFP,12.970588235294118,0.68,ALBERT BIEBL GMBH,D03030200,8.82
2017342,Mannheim,AL217925,OFP,38.0,0.68,ALBERT BIEBL GMBH,D03030200,25.84
2017349,Mannheim,AL217957,OFP,49.0,0.1,HERN S.R.O.,D14010110,4.9
2017354,Mannheim,AL217965,OFP,14.944444444444445,0.36,ALBERT BIEBL GMBH,D03030200,5.38
2017361,Mannheim,AL217977,OFP,18.803278688524593,0.61,DIRISAMER ROHRBIEGETECHNIK,D03030200,11.47
2017363,Mannheim,AL217978,OFP,19.79032258064516,0.62,DIRISAMER ROHRBIEGETECHNIK,D03030200,12.27
2017396,Mannheim,AL218165LX2,OFP,6.895348837209302,0.86,HEINRICHS GMBH & CO KG,D14010110,5.93
2017547,Mannheim,AL218420,OFP,34.18181818181818,0.55,ARGUS FLUIDTECHNIK GMBH,D03030110,18.8
2017581,Mannheim,AL218479,OFP,18.97590361445783,0.83,ARGUS FLUIDTECHNIK GMBH,D03030200,15.75
2017590,Mannheim,AL218541,OFP,14.698795180722891,0.83,DIRISAMER ROHRBIEGETECHNIK,D03030200,12.2
2017591,Mannheim,AL218542,OFP,22.541666666666668,0.24,ALBERT BIEBL GMBH,D03030200,5.41
2017709,Mannheim,AL218675,OFP,89.50000000000001,0.3,ALBERT BIEBL GMBH,D03030200,26.85
2017710,Mannheim,AL218676,OFP,38.80882352941176,0.68,ALBERT BIEBL GMBH,D03030200,26.39
2017794,Mannheim,AL218720,OFP,16.952380952380953,0.21,ALBERT BIEBL GMBH,D03030200,3.56
2017800,Mannheim,AL218741,OFP,32.599999999999994,0.05,HERN S.R.O.,D14010110,1.63
2017805,Mannheim,AL218750,OFP,17.5,0.2,ARGUS FLUIDTECHNIK GMBH,D03030200,3.5
2017812,Mannheim,AL218814,OFP,18.307692307692307,0.78,CONTITECH TECHNO-CHEMIE GMBH,D03030110,14.28
2017845,Mannheim,AL218879,OFP,12.088888888888889,0.45,ALFAGOMMA GERMANY,D03030110,5.44
2017846,Mannheim,AL218882,OFP,11.278688524590164,0.61,ALFAGOMMA GERMANY,D03030110,6.88
2018002,Mannheim,AL219050,OFP,8.535714285714286,0.84,JOSEF FLECKNER,D14010110,7.17
2018068,Mannheim,AL219115LX2,OFP,1.5599999999999998,1.5,LMS LANDSHUTER METALL- UND,D14010110,2.34
2018080,Mannheim,AL219157,OFP,19.81818181818182,0.22,BERGER + HERMANN,D03030200,4.36
2018081,Mannheim,AL219159,OFP,32.54545454545455,0.11,BERGER + HERMANN,D03030200,3.58
2018082,Mannheim,AL219160,OFP,30.666666666666668,0.12,ALBERT BIEBL GMBH,D03030200,3.68
2018095,Mannheim,AL219204,OFP,13.0,0.52,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.76
2018097,Mannheim,AL219205,OFP,13.918367346938776,0.49,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.82
2018099,Mannheim,AL219206,OFP,13.38,0.5,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.69
2018115,Mannheim,AL219310,OFP,13.872727272727271,1.1,DIRISAMER ROHRBIEGETECHNIK,D03030200,15.26
2018116,Mannheim,AL219311,OFP,31.321428571428566,0.56,ALBERT BIEBL GMBH,D03030200,17.54
